study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Enanga et al. 2011,10.1007/s11270-010-0670-z,2011,Kenya,-0.385813,35.929679,estimated,Kenya,riparian buffer near commercial ag,NA,yes,no,NA,multiple,,,,5,0,20,soil,bulk density,1.02,0.072295689,g/cm3,reported value for site,SD converted to SE using N provided for each sample,
Entry & Emmingham 1995,10.1139/x95-014,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,old growth,mature,yes,no,120-300,NA,,,,NA,0,10,soil,bulk density,1.30,NA,g/cm3,reported value,,
Entry & Emmingham 1995,10.1139/x95-015,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,second growth,NA,yes,no,60-90,NA,,,,NA,0,10,soil,bulk density,1.20,NA,g/cm3,reported value,,
Entry & Emmingham 1995,10.1139/x95-016,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,young growth,NA,yes,no,20-40,NA,,,,NA,0,10,soil,bulk density,1.10,NA,g/cm3,reported value,,
Entry & Emmingham 1995,10.1139/x95-014,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,old growth,mature,yes,no,120-300,NA,,,,NA,0,10,soil,total carbon stock,1346.00,NA,kg/ha,reported value,,
Entry & Emmingham 1995,10.1139/x95-015,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,second growth,NA,yes,no,60-90,NA,,,,NA,0,10,soil,total carbon stock,869.00,NA,kg/ha,reported value,,
Entry & Emmingham 1995,10.1139/x95-016,1995,western Oregon,44.5555,-123.366,midpoint,western Oregon,young growth,NA,yes,no,20-40,NA,,,,NA,0,10,soil,total carbon stock,466.00,NA,kg/ha,reported value,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,sandy loam,,,,NA,0,55,soil,organic carbon stock,13.7,NA,kg/m2,reported mean (minus litter layer),,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,0,55,soil,organic carbon stock,8.5,NA,kg/m2,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,sandy loam,,,,NA,0,10,soil,organic carbon concentration,51.5,2.44,g/kg,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,sandy loam,,,,NA,10,55,soil,organic carbon concentration,20.3,0.75,g/kg,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,loamy fine sand,,,,NA,55,100,soil,organic carbon concentration,3.3,0.18,g/kg,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,0,10,soil,organic carbon stock,11.1,0.42,g/kg,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,10,55,soil,organic carbon stock,9.7,0.36,g/kg,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,55,100,soil,organic carbon stock,3.8,0.11,g/kg,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,sandy loam,,,,NA,0,10,soil,bulk density,0.99,0.27,g/cm3,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,sandy loam,,,,NA,10,55,soil,bulk density,1.28,0.01,g/cm3,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,natural floodplain forest,mature,yes,no,>70,loamy fine sand,,,,NA,55,100,soil,bulk density,1.37,NA,g/cm3,reported mean,,
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,0,10,soil,bulk density,1.21,0.01,g/cm3,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,10,55,soil,bulk density,1.22,0.01,g/cm3,reported mean,"planted into natural forest, not restoration",
Ferre et al. 2014,10.5194/bg-11-6483-2014,2014,"Ticino River, northern Italy",45.206111,9.059722,published,Ticino River,poplar plantation,poplar plantation,yes,yes,37,sandy loam,,,,NA,55,100,soil,bulk density,1.55,NA,g/cm3,reported mean,"planted into natural forest, not restoration",
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood stand initiation,NA,yes,no,2.3,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,0.60,0.32,t/ha,reported stand mean and avg annual rate,tree,2
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,"cottonwood ""stem exclusion"" stage (die off of pioneers)",NA,yes,no,5.3,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,56.00,28,t/ha,reported stand mean and avg annual rate,tree,2
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,13.4,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,186.00,24,t/ha,reported stand mean and avg annual rate,tree,2
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,39,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,302.00,25,t/ha,reported stand mean and avg annual rate,tree,2
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood late seral,NA,yes,no,>65,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,437.00,38,t/ha,reported stand mean and avg annual rate,tree,2
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood stand initiation,NA,yes,no,2,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,0.00,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood stand initiation,NA,yes,no,2,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,1.35,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood stand initiation,NA,yes,no,3,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,0.45,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,"cottonwood ""stem exclusion"" stage (die off of pioneers)",NA,yes,no,4,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,24.16,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,"cottonwood ""stem exclusion"" stage (die off of pioneers)",NA,yes,no,5,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,7.61,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,"cottonwood ""stem exclusion"" stage (die off of pioneers)",NA,yes,no,5,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,49.22,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,"cottonwood ""stem exclusion"" stage (die off of pioneers)",NA,yes,no,7,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,133.33,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,12,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,129.31,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,12,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,154.36,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,12,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,270.69,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,15,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,182.55,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood early seral (understory initiation),NA,yes,no,16,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,188.37,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,22,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,207.61,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,23,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,247.43,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,24,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,228.19,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,36,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,401.79,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,40,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,295.75,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,50,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,390.60,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood mid seral,NA,yes,no,53,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,284.56,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood late seral,NA,yes,no,45,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,315.88,NA,t/ha,data thief Fig. 5D,tree,
Fierke & Kaufmann 2005,10.1016/j.foreco.2005.06.014,2005,"Willamette River (Eugene to Salem), OR",44.253866,-123.159105,estimated,cottonwood forest,cottonwood late seral,NA,yes,no,60,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,511.41,NA,t/ha,data thief Fig. 5D,tree,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,6,silty clay,,,,NA,NA,NA,aboveground biomass,carbon stock,52.01,NA,t/ha,reported site mean,tree,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,6,clay,,,,NA,NA,NA,aboveground biomass,carbon stock,6.40,NA,t/ha,reported site mean,tree,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,6,clay,,,,NA,NA,NA,aboveground biomass,carbon stock,18.51,NA,t/ha,reported site mean,tree,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,6,silty clay,,,,NA,NA,NA,aboveground biomass,carbon stock,22.44,NA,t/ha,reported site mean,tree,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,6,silty clay,,,,NA,0,15,soil,organic matter concentration,6.21,NA,%,reported site mean,,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,6,clay,,,,NA,0,15,soil,organic matter concentration,7.47,NA,%,reported site mean,,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,6,clay,,,,NA,0,15,soil,organic matter concentration,4.69,NA,%,reported site mean,,
Fortier et al. 2010,10.1016/j.agee.2010.02.013,2010,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,6,silty clay,,,,NA,0,15,soil,organic matter concentration,7.46,NA,%,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,0,20,soil,bulk density,0.76,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,0,20,soil,bulk density,0.85,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,0,20,soil,bulk density,1.16,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,0,20,soil,bulk density,0.66,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,bulk density,1.14,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,bulk density,0.90,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,bulk density,1.23,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,bulk density,1.07,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,bulk density,0.90,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,bulk density,1.12,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,bulk density,1.22,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,bulk density,0.93,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,20,40,soil,bulk density,1.21,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,20,40,soil,bulk density,0.86,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,20,40,soil,bulk density,1.33,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,20,40,soil,bulk density,0.81,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,bulk density,1.33,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,bulk density,1.00,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,bulk density,1.35,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,bulk density,1.03,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,bulk density,1.21,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,bulk density,1.08,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,bulk density,1.35,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,bulk density,0.98,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,40,60,soil,bulk density,1.54,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,40,60,soil,bulk density,0.92,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,40,60,soil,bulk density,1.32,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,40,60,soil,bulk density,0.99,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,bulk density,1.22,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,bulk density,0.87,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,bulk density,1.38,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,bulk density,0.92,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,bulk density,1.32,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,bulk density,1.10,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,bulk density,1.40,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,bulk density,0.94,NA,g/cm3,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,0,20,soil,total carbon concentration,75.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,0,20,soil,total carbon concentration,43.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,0,20,soil,total carbon concentration,14.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,0,20,soil,total carbon concentration,57.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon concentration,17.70,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon concentration,26.00,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon concentration,16.00,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon concentration,22.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon concentration,26.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon concentration,20.00,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon concentration,14.60,NA,g/kg,reported site mean,,
