study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,RioVista8,NA,yes,yes,8,NA,,,,NA,NA,NA,inventory biomass,biomass stock,24.56,8.1,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Flynn9,NA,yes,yes,9,NA,,,,NA,NA,NA,inventory biomass,biomass stock,68.99,30.87,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Princeton10,NA,yes,yes,10,NA,,,,NA,NA,NA,inventory biomass,biomass stock,24.57,6.12,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Shaw6,NA,yes,yes,6,NA,,,,NA,NA,NA,inventory biomass,biomass stock,41.80,16.47,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Sam11,NA,yes,yes,11,NA,,,,NA,NA,NA,inventory biomass,biomass stock,42.33,2.74,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Lohman12,NA,yes,yes,12,NA,,,,NA,NA,NA,inventory biomass,biomass stock,62.83,29.3,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Riverunit12,NA,yes,yes,12,NA,,,,NA,NA,NA,inventory biomass,biomass stock,46.10,8.08,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,RioVista13,NA,yes,yes,13,NA,,,,NA,NA,NA,inventory biomass,biomass stock,67.83,31.46,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Kopta15,NA,yes,yes,15,NA,,,,NA,NA,NA,inventory biomass,biomass stock,64.02,24.21,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Princeton15,NA,yes,yes,15,NA,,,,NA,NA,NA,inventory biomass,biomass stock,59.09,8.63,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Sam16,NA,yes,yes,16,NA,,,,NA,NA,NA,inventory biomass,biomass stock,89.20,5.75,t/ha,orig unpublished data,,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,RiverUnit17,NA,yes,yes,17,NA,,,,NA,NA,NA,inventory biomass,biomass stock,80.06,11.4,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",MURPHY4,NA,yes,yes,7,NA,,,,NA,NA,NA,inventory biomass,biomass stock,54.38,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",EDG1,NA,yes,yes,9,NA,,,,NA,NA,NA,inventory biomass,biomass stock,108.15,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",Murphy1,NA,yes,yes,9,NA,,,,NA,NA,NA,inventory biomass,biomass stock,27.95,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",LCV2,NA,yes,yes,11,NA,,,,NA,NA,NA,inventory biomass,biomass stock,70.05,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",MCS1,NA,yes,yes,12,NA,,,,NA,NA,NA,inventory biomass,biomass stock,35.28,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",MCS2,NA,yes,yes,12,NA,,,,NA,NA,NA,inventory biomass,biomass stock,387.80,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",JKT1,NA,yes,yes,13,NA,,,,NA,NA,NA,inventory biomass,biomass stock,93.54,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",JKT2,NA,yes,yes,14,NA,,,,NA,NA,NA,inventory biomass,biomass stock,75.80,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",SMG1,NA,yes,yes,15,NA,,,,NA,NA,NA,inventory biomass,biomass stock,197.64,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",ALP4,NA,yes,yes,16,NA,,,,NA,NA,NA,inventory biomass,biomass stock,76.82,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",PMN1,NA,yes,yes,16,NA,,,,NA,NA,NA,inventory biomass,biomass stock,351.59,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",ALP3,NA,yes,yes,17,NA,,,,NA,NA,NA,inventory biomass,biomass stock,31.31,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",DRG1,NA,yes,yes,21,NA,,,,NA,NA,NA,inventory biomass,biomass stock,138.46,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",WCR3,NA,yes,yes,21,NA,,,,NA,NA,NA,inventory biomass,biomass stock,88.37,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",WCR2,NA,yes,yes,23,NA,,,,NA,NA,NA,inventory biomass,biomass stock,227.39,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",WCR4,NA,yes,yes,24,NA,,,,NA,NA,NA,inventory biomass,biomass stock,234.44,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",ALP1,NA,yes,yes,26,NA,,,,NA,NA,NA,inventory biomass,biomass stock,75.39,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",RJG2,NA,yes,yes,28,NA,,,,NA,NA,NA,inventory biomass,biomass stock,82.52,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",OASP1,NA,yes,yes,30,NA,,,,NA,NA,NA,inventory biomass,biomass stock,56.39,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",JKT4,NA,yes,yes,36,NA,,,,NA,NA,NA,inventory biomass,biomass stock,249.13,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",LCV1,NA,yes,yes,37,NA,,,,NA,NA,NA,inventory biomass,biomass stock,73.63,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",RJG1,NA,yes,yes,39,NA,,,,NA,NA,NA,inventory biomass,biomass stock,24.95,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",SSU1,NA,yes,yes,45,NA,,,,NA,NA,NA,inventory biomass,biomass stock,200.10,NA,t/ha,orig unpublished data,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",intercept,baseline,NA,NA,0,NA,,,,NA,0,100,soil,organic carbon stock,7.60,NA,kg/m2,linear regression intercept,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 1,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,5.41,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 2,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,6.96,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 3,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,9.29,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 4,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,13.20,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 5,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,2.66,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 6,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,3.55,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 7,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,7.58,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 8,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,14.64,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 9,NA,yes,yes,0,NA,,,,NA,0,100,soil,organic carbon stock,14.07,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 10,NA,yes,yes,1,NA,,,,NA,0,100,soil,organic carbon stock,5.57,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 11,NA,yes,yes,2,NA,,,,NA,0,100,soil,organic carbon stock,6.18,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 12,NA,yes,yes,3,NA,,,,NA,0,100,soil,organic carbon stock,0.77,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 13,NA,yes,yes,3,NA,,,,NA,0,100,soil,organic carbon stock,7.21,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 14,NA,yes,yes,6,NA,,,,NA,0,100,soil,organic carbon stock,7.28,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 15,NA,yes,yes,7,NA,,,,NA,0,100,soil,organic carbon stock,10.03,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 16,NA,yes,yes,9,NA,,,,NA,0,100,soil,organic carbon stock,7.54,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 17,NA,yes,yes,9,NA,,,,NA,0,100,soil,organic carbon stock,8.09,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 18,NA,yes,yes,9,NA,,,,NA,0,100,soil,organic carbon stock,12.43,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 19,NA,yes,yes,11,NA,,,,NA,0,100,soil,organic carbon stock,3.27,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 20,NA,yes,yes,12,NA,,,,NA,0,100,soil,organic carbon stock,6.90,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 21,NA,yes,yes,12,NA,,,,NA,0,100,soil,organic carbon stock,4.48,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 22,NA,yes,yes,13,NA,,,,NA,0,100,soil,organic carbon stock,8.52,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 23,NA,yes,yes,14,NA,,,,NA,0,100,soil,organic carbon stock,13.80,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 24,NA,yes,yes,15,NA,,,,NA,0,100,soil,organic carbon stock,11.89,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 25,NA,yes,yes,16,NA,,,,NA,0,100,soil,organic carbon stock,14.22,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 26,NA,yes,yes,16,NA,,,,NA,0,100,soil,organic carbon stock,8.94,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 27,NA,yes,yes,17,NA,,,,NA,0,100,soil,organic carbon stock,6.93,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 28,NA,yes,yes,21,NA,,,,NA,0,100,soil,organic carbon stock,10.13,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 29,NA,yes,yes,21,NA,,,,NA,0,100,soil,organic carbon stock,10.88,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 30,NA,yes,yes,23,NA,,,,NA,0,100,soil,organic carbon stock,8.37,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 31,NA,yes,yes,24,NA,,,,NA,0,100,soil,organic carbon stock,5.08,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 32,NA,yes,yes,26,NA,,,,NA,0,100,soil,organic carbon stock,18.00,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 33,NA,yes,yes,27,NA,,,,NA,0,100,soil,organic carbon stock,8.31,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 34,NA,yes,yes,28,NA,,,,NA,0,100,soil,organic carbon stock,5.95,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 35,NA,yes,yes,28,NA,,,,NA,0,100,soil,organic carbon stock,14.14,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 36,NA,yes,yes,30,NA,,,,NA,0,100,soil,organic carbon stock,6.05,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 37,NA,yes,yes,33,NA,,,,NA,0,100,soil,organic carbon stock,14.53,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 38,NA,yes,yes,36,NA,,,,NA,0,100,soil,organic carbon stock,6.83,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 39,NA,yes,yes,37,NA,,,,NA,0,100,soil,organic carbon stock,9.25,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 40,NA,yes,yes,39,NA,,,,NA,0,100,soil,organic carbon stock,10.40,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 41,NA,yes,yes,41,NA,,,,NA,0,100,soil,organic carbon stock,10.92,NA,kg/m2,data thief Fig. 4B,,
Lewis unpublished,Lewis_unpubl,2015,"Marin, Napa, & Sonoma counties, California",38.251789,-122.756653,estimated,"Marin, Napa, Sonoma",floodplain 42,NA,yes,yes,45,NA,,,,NA,0,100,soil,organic carbon stock,12.89,NA,kg/m2,data thief Fig. 4B,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TAFO-06,reference,yes,no,80,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,38.42,NA,t/ha,orig unpublished data,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TAFO-08,reference,yes,no,80,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,50.46,NA,t/ha,orig unpublished data,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TAFO-10,reference,yes,no,80,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,21.37,NA,t/ha,orig unpublished data,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TAFO-12,reference,yes,no,80,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,197.56,NA,t/ha,orig unpublished data,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TAFO-13,reference,yes,no,80,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,73.28,NA,t/ha,orig unpublished data,,
Dybala unpublished,Dybala_unpubl,2017,Cosumnes River Preserve,38.259677,-121.408309,estimated,Cosumnes,TFWE-01,NA,yes,yes,30,silt loam,20-35,,,NA,NA,NA,inventory biomass,biomass stock,61.55,NA,t/ha,orig unpublished data,,
